"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Vertx RESTEasy Helpers,"Thu, 13 Nov 2025 19:44:31 GMT",angus-activation-2.0.3.jar,/home/runner/.m2/repository/org/eclipse/angus/angus-activation/2.0.3/angus-activation-2.0.3.jar,Implementation,http://www.eclipse.org/org/documents/edl-v10.php,ad20392145690b36b4f950fe31a31a2a,7f80607ea5014fef0b1779e6c33d63a88a45a563,pkg:maven/org.eclipse.angus/angus-activation@2.0.3,cpe:2.3:a:eclipse:angus_mail:2.0.3:*:*:*:*:*:*:*,CVE-2025-7962,CWE-147 Improper Neutralization of Input Terminators,In Jakarta Mail 2.0.2 it is possible to preform a SMTP Injection by utilizing the \r and \n UTF-8 characters to separate different messages.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,MEDIUM,6.0,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:H/VA:N/SC:N/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:N/V:X/RE:X/U:X,HIGH,35,"","","","","","","",""
